term	name
GO:1901317	regulation of flagellated sperm motility
GO:1903008	organelle disassembly
GO:0001817	regulation of cytokine production
GO:0032101	regulation of response to external stimulus
GO:2001233	regulation of apoptotic signaling pathway
GO:0032813	tumor necrosis factor receptor superfamily binding
GO:0031264	death-inducing signaling complex
GO:0031492	nucleosomal DNA binding
GO:0005700	polytene chromosome
GO:0035059	RCAF complex
GO:0005245	voltage-gated calcium channel activity
GO:0005891	voltage-gated calcium channel complex
GO:0002074	extraocular skeletal muscle development
GO:0006941	striated muscle contraction
GO:0007520	myoblast fusion
GO:0043501	skeletal muscle adaptation
GO:0048741	skeletal muscle fiber development
GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity
GO:0071313	cellular response to caffeine
GO:0008331	high voltage-gated calcium channel activity
GO:0044325	transmembrane transporter binding
GO:1990454	L-type voltage-gated calcium channel complex
GO:0040029	epigenetic regulation of gene expression
GO:1990837	sequence-specific double-stranded DNA binding
GO:0001525	angiogenesis
GO:0001570	vasculogenesis
GO:0001656	metanephros development
GO:0001714	endodermal cell fate specification
GO:0001828	inner cell mass cellular morphogenesis
GO:0001942	hair follicle development
GO:0001946	lymphangiogenesis
GO:0003142	cardiogenic plate morphogenesis
GO:0003308	negative regulation of Wnt signaling pathway involved in heart development
GO:0007442	hindgut morphogenesis
GO:0007493	endodermal cell fate determination
GO:0007494	midgut development
GO:0021903	rostrocaudal neural tube patterning
GO:0023019	signal transduction involved in regulation of gene expression
GO:0030308	negative regulation of cell growth
GO:0035469	determination of pancreatic left/right asymmetry
GO:0043534	blood vessel endothelial cell migration
GO:0045732	positive regulation of protein catabolic process
GO:0045995	regulation of embryonic development
GO:0048469	cell maturation
GO:0048617	embryonic foregut morphogenesis
GO:0048866	stem cell fate specification
GO:0060214	endocardium formation
GO:0060215	primitive hemopoiesis
GO:0060836	lymphatic endothelial cell differentiation
GO:0060913	cardiac cell fate determination
GO:0060914	heart formation
GO:0060956	endocardial cell differentiation
GO:0061009	common bile duct development
GO:0061010	gallbladder development
GO:0061031	endodermal digestive tract morphogenesis
GO:0072091	regulation of stem cell proliferation
GO:0072189	ureter development
GO:2000035	regulation of stem cell division
GO:2000043	regulation of cardiac cell fate specification
GO:0002448	mast cell mediated immunity
GO:0042270	protection from natural killer cell mediated cytotoxicity
GO:0071391	cellular response to estrogen stimulus
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0010044	response to aluminum ion
GO:0034514	mitochondrial unfolded protein response
GO:0045648	positive regulation of erythrocyte differentiation
GO:0046985	positive regulation of hemoglobin biosynthetic process
GO:0048821	erythrocyte development
GO:1902602	aluminum ion transmembrane transport
GO:0015083	aluminum ion transmembrane transporter activity
GO:0009705	plant-type vacuole membrane
GO:0071418	cellular response to amine stimulus
GO:0071927	octopamine signaling pathway
GO:0071928	tyramine signaling pathway
GO:0004989	octopamine receptor activity
GO:0008226	tyramine receptor activity
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0017099	very-long-chain fatty acyl-CoA dehydrogenase activity
GO:0070991	medium-chain fatty acyl-CoA dehydrogenase activity
GO:0010877	lipid transport involved in lipid storage
GO:0034231	islet amyloid polypeptide processing
GO:0040017	positive regulation of locomotion
GO:0045464	R8 cell fate specification
GO:0045887	positive regulation of synaptic assembly at neuromuscular junction
GO:0061837	neuropeptide processing
GO:1904731	positive regulation of intestinal lipid absorption
GO:1905885	positive regulation of triglyceride transport
GO:2000748	positive regulation of defecation rhythm
GO:0005539	glycosaminoglycan binding
GO:0015694	mercury ion transport
GO:0015722	canalicular bile acid transport
GO:0015723	bilirubin transport
GO:0033762	response to glucagon
GO:0070327	thyroid hormone transport
GO:0070633	transepithelial transport
GO:0071222	cellular response to lipopolysaccharide
GO:0071354	cellular response to interleukin-6
GO:0071549	cellular response to dexamethasone stimulus
GO:0120188	regulation of bile acid secretion
GO:1901086	benzylpenicillin metabolic process
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
GO:1990962	xenobiotic transport across blood-brain barrier
GO:0015127	bilirubin transmembrane transporter activity
GO:0031526	brush border membrane
GO:0046691	intracellular canaliculus
GO:0002168	instar larval development
GO:0016203	muscle attachment
GO:0033632	regulation of cell-cell adhesion mediated by integrin
GO:0035196	miRNA processing
GO:0061158	3'-UTR-mediated mRNA destabilization
GO:0030371	translation repressor activity
GO:0035198	miRNA binding
GO:0000932	P-body
GO:0005927	muscle tendon junction
GO:0009737	response to abscisic acid
GO:0005688	U6 snRNP
GO:0120115	Lsm2-8 complex
GO:1990726	Lsm1-7-Pat1 complex
GO:0008406	gonad development
GO:0036093	germ cell proliferation
GO:0046579	positive regulation of Ras protein signal transduction
GO:2000234	positive regulation of rRNA processing
GO:0034708	methyltransferase complex
GO:0001836	release of cytochrome c from mitochondria
GO:0070062	extracellular exosome
GO:0032940	secretion by cell
GO:1905039	carboxylic acid transmembrane transport
GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway
GO:0002062	chondrocyte differentiation
GO:0006094	gluconeogenesis
GO:0006882	intracellular zinc ion homeostasis
GO:0033212	iron import into cell
GO:0034755	iron ion transmembrane transport
GO:0045745	positive regulation of G protein-coupled receptor signaling pathway
GO:0051344	negative regulation of cyclic-nucleotide phosphodiesterase activity
GO:0055071	manganese ion homeostasis
GO:0071421	manganese ion transmembrane transport
GO:0071578	zinc ion import across plasma membrane
GO:0005384	manganese ion transmembrane transporter activity
GO:0005385	zinc ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015093	ferrous iron transmembrane transporter activity
GO:0015296	monoatomic anion:monoatomic cation symporter activity
GO:0007279	pole cell formation
GO:0007282	cystoblast division
GO:0007294	germarium-derived oocyte fate determination
GO:0007298	border follicle cell migration
GO:0007312	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification
GO:0007405	neuroblast proliferation
GO:0008298	intracellular mRNA localization
GO:0030071	regulation of mitotic metaphase/anaphase transition
GO:0030723	ovarian fusome organization
GO:0032388	positive regulation of intracellular transport
GO:0033962	P-body assembly
GO:0034063	stress granule assembly
GO:0035011	melanotic encapsulation of foreign target
GO:0035149	lumen formation, open tracheal system
GO:0040003	chitin-based cuticle development
GO:0045198	establishment of epithelial cell apical/basal polarity
GO:0046604	positive regulation of mitotic centrosome separation
GO:0048134	germ-line cyst formation
GO:0048311	mitochondrion distribution
GO:0050658	RNA transport
GO:0051237	maintenance of RNA location
GO:0051683	establishment of Golgi localization
GO:0072382	minus-end-directed vesicle transport along microtubule
GO:0090235	regulation of metaphase plate congression
GO:0090307	mitotic spindle assembly
GO:0098958	retrograde axonal transport of mitochondrion
GO:1904801	positive regulation of neuron remodeling
GO:1905243	cellular response to 3,3',5-triiodo-L-thyronine
GO:1990090	cellular response to nerve growth factor stimulus
GO:0043273	CTPase activity
GO:0002177	manchette
GO:0036186	early phagosome membrane
GO:0045169	fusome
GO:0061474	phagolysosome membrane
GO:1904949	ATPase complex
GO:0000070	mitotic sister chromatid segregation
GO:0010571	positive regulation of nuclear cell cycle DNA replication
GO:0040034	regulation of development, heterochronic
GO:0060382	regulation of DNA strand elongation
GO:0070914	UV-damage excision repair
GO:1904507	positive regulation of telomere maintenance in response to DNA damage
GO:0008094	ATP-dependent activity, acting on DNA
GO:0043014	alpha-tubulin binding
GO:0000493	box H/ACA snoRNP assembly
GO:0022618	protein-RNA complex assembly
GO:0022412	cellular process involved in reproduction in multicellular organism
GO:0030182	neuron differentiation
GO:0048232	male gamete generation
GO:0030008	TRAPP complex
GO:1901096	regulation of autophagosome maturation
GO:0000421	autophagosome membrane
GO:0051310	metaphase chromosome alignment
GO:0090234	regulation of kinetochore assembly
GO:1905342	positive regulation of protein localization to kinetochore
GO:0015459	potassium channel regulator activity
GO:0014823	response to activity
GO:0031398	positive regulation of protein ubiquitination
GO:0032868	response to insulin
GO:0032922	circadian regulation of gene expression
GO:0043153	entrainment of circadian clock by photoperiod
GO:0045721	negative regulation of gluconeogenesis
GO:0045744	negative regulation of G protein-coupled receptor signaling pathway
GO:2000001	regulation of DNA damage checkpoint
GO:2000323	negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway
GO:2000850	negative regulation of glucocorticoid secretion
GO:0016922	nuclear receptor binding
GO:0042622	photoreceptor outer segment membrane
GO:0097381	photoreceptor disc membrane
GO:0006068	ethanol catabolic process
GO:0006711	estrogen catabolic process
GO:0042403	thyroid hormone metabolic process
GO:0044598	doxorubicin metabolic process
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0051923	sulfation
GO:0004062	aryl sulfotransferase activity
GO:0047894	flavonol 3-sulfotransferase activity
GO:0050294	steroid sulfotransferase activity
GO:0006612	protein targeting to membrane
GO:0051641	cellular localization
GO:0099503	secretory vesicle
GO:0070160	tight junction
GO:0006686	sphingomyelin biosynthetic process
GO:0046511	sphinganine biosynthetic process
GO:0046512	sphingosine biosynthetic process
GO:0046513	ceramide biosynthetic process
GO:1904504	positive regulation of lipophagy
GO:1904649	regulation of fat cell apoptotic process
GO:0004758	serine C-palmitoyltransferase activity
GO:0055117	regulation of cardiac muscle contraction
GO:0060341	regulation of cellular localization
GO:0086019	cell-cell signaling involved in cardiac conduction
GO:0086070	SA node cell to atrial cardiac muscle cell communication
GO:1903169	regulation of calcium ion transmembrane transport
GO:0051129	negative regulation of cellular component organization
GO:0051248	negative regulation of protein metabolic process
GO:0043270	positive regulation of monoatomic ion transport
GO:0051954	positive regulation of amine transport
GO:0042048	olfactory behavior
GO:0045759	negative regulation of action potential
GO:0051930	regulation of sensory perception of pain
GO:0061368	behavioral response to formalin induced pain
GO:0086010	membrane depolarization during action potential
GO:0005248	voltage-gated sodium channel activity
GO:0022843	voltage-gated monoatomic cation channel activity
GO:0031402	sodium ion binding
GO:0001518	voltage-gated sodium channel complex
GO:0044299	C-fiber
GO:0060627	regulation of vesicle-mediated transport
GO:0030136	clathrin-coated vesicle
GO:0008716	D-alanine-D-alanine ligase activity
GO:0008360	regulation of cell shape
GO:0009252	peptidoglycan biosynthetic process
GO:0071555	cell wall organization
GO:0003170	heart valve development
GO:0051282	regulation of sequestering of calcium ion
GO:0060046	regulation of acrosome reaction
GO:0032777	piccolo histone acetyltransferase complex
GO:0001916	positive regulation of T cell mediated cytotoxicity
GO:0010045	response to nickel cation
GO:0016191	synaptic vesicle uncoating
GO:0032570	response to progesterone
