gene	GO
LOC111324750	GO:0000003,GO:0000902,GO:0000904,GO:0001654,GO:0001655,GO:0001667,GO:0001700,GO:0001702,GO:0001704,GO:0001707,GO:0001745,GO:0001751,GO:0001754,GO:0001756,GO:0001894,GO:0001895,GO:0001917,GO:0002009,GO:0002064,GO:0003002,GO:0003006,GO:0003382,GO:0003383,GO:0003674,GO:0005080,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005902,GO:0005911,GO:0005912,GO:0005913,GO:0006355,GO:0006357,GO:0006810,GO:0006928,GO:0006996,GO:0007009,GO:0007010,GO:0007043,GO:0007049,GO:0007059,GO:0007154,GO:0007163,GO:0007267,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007369,GO:0007389,GO:0007391,GO:0007399,GO:0007423,GO:0007424,GO:0007431,GO:0007435,GO:0007442,GO:0007443,GO:0007498,GO:0008092,GO:0008104,GO:0008150,GO:0008284,GO:0008593,GO:0008594,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009892,GO:0009894,GO:0009895,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010256,GO:0010466,GO:0010468,GO:0010470,GO:0010556,GO:0010605,GO:0010646,GO:0010647,GO:0010648,GO:0010717,GO:0010718,GO:0010951,GO:0014028,GO:0016020,GO:0016028,GO:0016043,GO:0016324,GO:0016327,GO:0016331,GO:0016332,GO:0016333,GO:0016334,GO:0016477,GO:0019219,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022603,GO:0022607,GO:0022612,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030011,GO:0030029,GO:0030030,GO:0030036,GO:0030048,GO:0030054,GO:0030154,GO:0030162,GO:0030182,GO:0030507,GO:0030510,GO:0030513,GO:0030855,GO:0030865,GO:0030866,GO:0030903,GO:0031032,GO:0031175,GO:0031323,GO:0031324,GO:0031326,GO:0031329,GO:0031330,GO:0031647,GO:0032268,GO:0032269,GO:0032386,GO:0032434,GO:0032435,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033157,GO:0034329,GO:0034330,GO:0034331,GO:0034332,GO:0034333,GO:0034334,GO:0035002,GO:0035003,GO:0035088,GO:0035090,GO:0035239,GO:0035272,GO:0035282,GO:0035295,GO:0035330,GO:0035332,GO:0040008,GO:0040011,GO:0042044,GO:0042045,GO:0042051,GO:0042052,GO:0042074,GO:0042127,GO:0042176,GO:0042177,GO:0042461,GO:0042462,GO:0042592,GO:0042995,GO:0043009,GO:0043086,GO:0043296,GO:0043297,GO:0043954,GO:0044085,GO:0044092,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0045121,GO:0045176,GO:0045177,GO:0045186,GO:0045197,GO:0045199,GO:0045216,GO:0045217,GO:0045218,GO:0045494,GO:0045570,GO:0045595,GO:0045597,GO:0045746,GO:0045861,GO:0045926,GO:0045995,GO:0046530,GO:0046620,GO:0046621,GO:0046664,GO:0046665,GO:0048332,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048562,GO:0048565,GO:0048568,GO:0048570,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048598,GO:0048609,GO:0048619,GO:0048638,GO:0048640,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048749,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0048871,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050821,GO:0051049,GO:0051093,GO:0051094,GO:0051171,GO:0051172,GO:0051179,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051248,GO:0051252,GO:0051336,GO:0051346,GO:0051640,GO:0051641,GO:0051642,GO:0051674,GO:0051704,GO:0052547,GO:0052548,GO:0055111,GO:0055123,GO:0060249,GO:0060255,GO:0060341,GO:0060429,GO:0060541,GO:0060562,GO:0061024,GO:0061053,GO:0061136,GO:0061245,GO:0061326,GO:0061333,GO:0061336,GO:0061525,GO:0061541,GO:0061842,GO:0065007,GO:0065008,GO:0065009,GO:0070161,GO:0070201,GO:0070252,GO:0070633,GO:0071840,GO:0071944,GO:0072001,GO:0072002,GO:0072358,GO:0072359,GO:0080090,GO:0090087,GO:0090092,GO:0090100,GO:0090287,GO:0090596,GO:0097458,GO:0098589,GO:0098590,GO:0098796,GO:0098797,GO:0098805,GO:0098813,GO:0098857,GO:0098858,GO:0106036,GO:0120025,GO:0120036,GO:0120039,GO:1901799,GO:1902531,GO:1902533,GO:1903050,GO:1903051,GO:1903362,GO:1903363,GO:1903506,GO:1903827,GO:2000026,GO:2000058,GO:2000059,GO:2000112,GO:2001141
LOC111324751	GO:0003008,GO:0003674,GO:0004857,GO:0004866,GO:0004869,GO:0005102,GO:0005488,GO:0005515,GO:0005549,GO:0005575,GO:0005576,GO:0005615,GO:0006508,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0007600,GO:0007606,GO:0007608,GO:0007610,GO:0007635,GO:0008150,GO:0008152,GO:0008270,GO:0009892,GO:0010466,GO:0010605,GO:0010876,GO:0010951,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0015909,GO:0019222,GO:0019538,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031404,GO:0032268,GO:0032269,GO:0032501,GO:0033036,GO:0042221,GO:0042802,GO:0042803,GO:0043086,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043621,GO:0044092,GO:0044238,GO:0044421,GO:0045861,GO:0046872,GO:0046914,GO:0046942,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0071702,GO:0071704,GO:0080090,GO:0098772,GO:1901564
LOC111324752	GO:0000018,GO:0000122,GO:0000166,GO:0000228,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0000792,GO:0001672,GO:0001936,GO:0001938,GO:0003007,GO:0003241,GO:0003245,GO:0003247,GO:0003674,GO:0003682,GO:0003712,GO:0003714,GO:0003824,GO:0003950,GO:0003956,GO:0004407,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005720,GO:0005724,GO:0005737,GO:0006109,GO:0006110,GO:0006139,GO:0006140,GO:0006259,GO:0006281,GO:0006282,GO:0006284,GO:0006325,GO:0006355,GO:0006464,GO:0006471,GO:0006476,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007275,GO:0007507,GO:0007517,GO:0008150,GO:0008152,GO:0008270,GO:0008284,GO:0008285,GO:0009653,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010563,GO:0010569,GO:0010604,GO:0010605,GO:0010629,GO:0010638,GO:0010675,GO:0010677,GO:0010827,GO:0010829,GO:0010847,GO:0014706,GO:0016043,GO:0016049,GO:0016569,GO:0016570,GO:0016575,GO:0016740,GO:0016757,GO:0016763,GO:0016787,GO:0016810,GO:0016811,GO:0017136,GO:0019213,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0022603,GO:0030154,GO:0030808,GO:0030809,GO:0030811,GO:0030812,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0031445,GO:0031453,GO:0031647,GO:0031648,GO:0031933,GO:0031935,GO:0031937,GO:0031938,GO:0031940,GO:0031974,GO:0031981,GO:0032129,GO:0032204,GO:0032206,GO:0032501,GO:0032502,GO:0032879,GO:0033043,GO:0033044,GO:0033500,GO:0033554,GO:0033558,GO:0034641,GO:0034762,GO:0034763,GO:0034979,GO:0035265,GO:0035601,GO:0036094,GO:0036211,GO:0040007,GO:0042127,GO:0042325,GO:0042326,GO:0042592,GO:0042593,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043467,GO:0043470,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045765,GO:0045766,GO:0045799,GO:0045820,GO:0045892,GO:0045912,GO:0045934,GO:0045935,GO:0045936,GO:0045980,GO:0046324,GO:0046325,GO:0046483,GO:0046872,GO:0046914,GO:0046969,GO:0048037,GO:0048145,GO:0048146,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048588,GO:0048589,GO:0048644,GO:0048729,GO:0048731,GO:0048738,GO:0048856,GO:0048869,GO:0048878,GO:0050662,GO:0050678,GO:0050679,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051052,GO:0051054,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051193,GO:0051195,GO:0051196,GO:0051198,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051276,GO:0051287,GO:0051716,GO:0055008,GO:0055017,GO:0060255,GO:0060415,GO:0060419,GO:0060537,GO:0060560,GO:0060688,GO:0060968,GO:0061061,GO:0061647,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0070013,GO:0070403,GO:0070932,GO:0071704,GO:0071840,GO:0072091,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0098687,GO:0098732,GO:0140096,GO:0140110,GO:1900371,GO:1900372,GO:1900542,GO:1900543,GO:1901265,GO:1901342,GO:1901360,GO:1901363,GO:1901564,GO:1902275,GO:1902679,GO:1902732,GO:1903506,GO:1903507,GO:1903578,GO:1903579,GO:1904018,GO:1905269,GO:1905330,GO:1905332,GO:1905547,GO:1905549,GO:1905553,GO:1905555,GO:1905562,GO:1905564,GO:1990619,GO:2000026,GO:2000112,GO:2000113,GO:2000648,GO:2000779,GO:2001020,GO:2001141,GO:2001169,GO:2001170,GO:2001252
LOC111324753	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111324754	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111324755	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111324756	GO:0003824,GO:0005737,GO:0005739,GO:0006779,GO:0051536,GO:0051539
LOC111324758	
LOC111324759	
LOC111324760	GO:0001505,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006081,GO:0006082,GO:0006520,GO:0006522,GO:0006524,GO:0006544,GO:0006545,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008453,GO:0008483,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009069,GO:0009070,GO:0009078,GO:0009080,GO:0009436,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0016053,GO:0016054,GO:0016223,GO:0016740,GO:0016769,GO:0017144,GO:0019222,GO:0019265,GO:0019481,GO:0019752,GO:0019842,GO:0030170,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0032787,GO:0036094,GO:0042133,GO:0042136,GO:0042802,GO:0042851,GO:0042853,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045428,GO:0045429,GO:0046185,GO:0046394,GO:0046395,GO:0046487,GO:0047305,GO:0048037,GO:0048518,GO:0048522,GO:0050662,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0065007,GO:0065008,GO:0070013,GO:0070279,GO:0071704,GO:0072329,GO:0097159,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1903426,GO:1903428,GO:1904407,GO:2000377,GO:2000379
LOC111324761	GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007215,GO:0007216,GO:0008150,GO:0009987,GO:0010646,GO:0010648,GO:0016020,GO:0016043,GO:0023051,GO:0023052,GO:0023057,GO:0030029,GO:0030036,GO:0030425,GO:0036477,GO:0042995,GO:0043005,GO:0043197,GO:0044309,GO:0044425,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045211,GO:0048167,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050804,GO:0050805,GO:0050896,GO:0051716,GO:0060292,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0097060,GO:0097447,GO:0097458,GO:0098590,GO:0098794,GO:0099177,GO:0120025,GO:0120038
LOC111324762	GO:0005515
LOC111324763	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006351,GO:0006352,GO:0006366,GO:0006367,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0031974,GO:0031981,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576
LOC111324764	GO:0000003,GO:0000165,GO:0000187,GO:0000302,GO:0000303,GO:0000305,GO:0000578,GO:0001817,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002225,GO:0002251,GO:0002253,GO:0002376,GO:0002385,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002753,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004708,GO:0004712,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006936,GO:0006941,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006974,GO:0006975,GO:0006979,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007346,GO:0007350,GO:0007351,GO:0007368,GO:0007389,GO:0007399,GO:0007564,GO:0007610,GO:0007617,GO:0007618,GO:0007626,GO:0008015,GO:0008150,GO:0008152,GO:0008358,GO:0008361,GO:0008595,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009636,GO:0009790,GO:0009798,GO:0009799,GO:0009855,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009994,GO:0010033,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010594,GO:0010595,GO:0010604,GO:0010628,GO:0010632,GO:0010634,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019098,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021700,GO:0022402,GO:0022412,GO:0022414,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030178,GO:0030334,GO:0030335,GO:0030522,GO:0031098,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031435,GO:0031974,GO:0031981,GO:0032101,GO:0032103,GO:0032147,GO:0032268,GO:0032270,GO:0032303,GO:0032305,GO:0032306,GO:0032308,GO:0032368,GO:0032370,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032879,GO:0032890,GO:0032892,GO:0033554,GO:0033674,GO:0034607,GO:0035178,GO:0035282,GO:0035545,GO:0035556,GO:0035872,GO:0035924,GO:0036211,GO:0038066,GO:0040008,GO:0040012,GO:0040014,GO:0040017,GO:0040018,GO:0042035,GO:0042221,GO:0042325,GO:0042327,GO:0042742,GO:0042802,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043269,GO:0043270,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043535,GO:0043536,GO:0043549,GO:0043900,GO:0043902,GO:0044070,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045087,GO:0045088,GO:0045089,GO:0045786,GO:0045793,GO:0045859,GO:0045860,GO:0045893,GO:0045927,GO:0045935,GO:0045937,GO:0045944,GO:0046662,GO:0048070,GO:0048079,GO:0048082,GO:0048468,GO:0048469,GO:0048477,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048599,GO:0048609,GO:0048638,GO:0048639,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050795,GO:0050829,GO:0050830,GO:0050832,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051270,GO:0051272,GO:0051338,GO:0051347,GO:0051403,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0051769,GO:0051770,GO:0060047,GO:0060048,GO:0060179,GO:0060255,GO:0060548,GO:0060828,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0090066,GO:0090090,GO:0093002,GO:0098542,GO:0140096,GO:1900150,GO:1901046,GO:1901214,GO:1901215,GO:1901244,GO:1901564,GO:1901700,GO:1902097,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:1903793,GO:1905952,GO:1905954,GO:2000026,GO:2000112,GO:2000145,GO:2000147,GO:2000191,GO:2000193,GO:2000241,GO:2000243,GO:2001141
LOC111324765	
LOC111324766	GO:0008270
LOC111324767	GO:0000226,GO:0000278,GO:0000902,GO:0000904,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005874,GO:0005886,GO:0005911,GO:0005912,GO:0005923,GO:0006457,GO:0006996,GO:0007010,GO:0007017,GO:0007021,GO:0007023,GO:0007043,GO:0007049,GO:0007162,GO:0007163,GO:0007275,GO:0007399,GO:0007405,GO:0007409,GO:0008047,GO:0008092,GO:0008150,GO:0008283,GO:0008356,GO:0009653,GO:0009987,GO:0010639,GO:0010810,GO:0010812,GO:0015630,GO:0015631,GO:0016020,GO:0016043,GO:0016328,GO:0016358,GO:0017145,GO:0022008,GO:0022402,GO:0022607,GO:0030030,GO:0030054,GO:0030154,GO:0030155,GO:0030182,GO:0030234,GO:0030695,GO:0031110,GO:0031111,GO:0031113,GO:0031115,GO:0031175,GO:0031333,GO:0032271,GO:0032272,GO:0032501,GO:0032502,GO:0032886,GO:0032989,GO:0032990,GO:0033043,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0034622,GO:0036445,GO:0043085,GO:0043087,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043296,GO:0043297,GO:0043547,GO:0043933,GO:0044085,GO:0044087,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045165,GO:0045196,GO:0045216,GO:0048103,GO:0048468,GO:0048487,GO:0048519,GO:0048523,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0051087,GO:0051128,GO:0051129,GO:0051301,GO:0051336,GO:0051345,GO:0051493,GO:0051494,GO:0055057,GO:0055059,GO:0060589,GO:0061351,GO:0061564,GO:0065003,GO:0065007,GO:0065009,GO:0070160,GO:0070161,GO:0070507,GO:0070830,GO:0071840,GO:0071944,GO:0072089,GO:0098722,GO:0098772,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120036,GO:0120039,GO:1902850,GO:1902903,GO:1902904,GO:1903047
LOC111324768	
LOC111324769	GO:0000228,GO:0000723,GO:0000726,GO:0000785,GO:0000786,GO:0000788,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016233,GO:0022607,GO:0030527,GO:0031333,GO:0031490,GO:0031491,GO:0031492,GO:0031497,GO:0031974,GO:0031981,GO:0032200,GO:0032459,GO:0032460,GO:0032991,GO:0032993,GO:0033554,GO:0034622,GO:0034641,GO:0034728,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043933,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044815,GO:0044877,GO:0046483,GO:0046982,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051259,GO:0051262,GO:0051276,GO:0051290,GO:0051291,GO:0051716,GO:0060249,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0070013,GO:0071103,GO:0071704,GO:0071824,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363
LOC111324770	GO:0002791,GO:0002793,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005227,GO:0005229,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005261,GO:0005319,GO:0005488,GO:0005515,GO:0005548,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005886,GO:0005929,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006821,GO:0006869,GO:0006950,GO:0006952,GO:0007009,GO:0007154,GO:0007165,GO:0007186,GO:0007200,GO:0007275,GO:0007600,GO:0008150,GO:0008308,GO:0008324,GO:0008509,GO:0009266,GO:0009408,GO:0009581,GO:0009582,GO:0009605,GO:0009607,GO:0009612,GO:0009617,GO:0009628,GO:0009897,GO:0009986,GO:0009987,GO:0010256,GO:0010646,GO:0010647,GO:0010817,GO:0010876,GO:0015075,GO:0015103,GO:0015108,GO:0015111,GO:0015267,GO:0015318,GO:0015698,GO:0015705,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016043,GO:0016048,GO:0016324,GO:0017121,GO:0017128,GO:0019233,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023056,GO:0031974,GO:0031981,GO:0031982,GO:0032024,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0033036,GO:0033554,GO:0034220,GO:0034605,GO:0035774,GO:0042391,GO:0042742,GO:0042802,GO:0042803,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044446,GO:0044459,GO:0044464,GO:0045177,GO:0046883,GO:0046887,GO:0046982,GO:0046983,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0050708,GO:0050714,GO:0050789,GO:0050794,GO:0050796,GO:0050829,GO:0050877,GO:0050896,GO:0050906,GO:0050951,GO:0050961,GO:0050965,GO:0050982,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051606,GO:0051704,GO:0051707,GO:0051716,GO:0055085,GO:0060341,GO:0060438,GO:0060541,GO:0061024,GO:0061178,GO:0061588,GO:0061590,GO:0061591,GO:0061778,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0071702,GO:0071840,GO:0071944,GO:0090087,GO:0090276,GO:0090277,GO:0097035,GO:0097603,GO:0097730,GO:0098542,GO:0098552,GO:0098590,GO:0098655,GO:0098656,GO:0098660,GO:0098661,GO:0120025,GO:1902476,GO:1903530,GO:1903532,GO:1904951
LOC111324771	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111324772	GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0030677,GO:0030681,GO:0031974,GO:0031981,GO:0032991,GO:0033204,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0097159,GO:0099116,GO:1901360,GO:1901363,GO:1902494,GO:1902555,GO:1905348,GO:1990904
LOC111324773	GO:0003674,GO:0003677,GO:0003824,GO:0003906,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005634,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0008270,GO:0008296,GO:0008309,GO:0008311,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0017005,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0070259,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360
LOC111324774	
