NCBI GeneID	Symbol	Description	Gene Type	Annotation Genomic Range Accession 	SwissProt Accessions
111321054	LOC111321054	beta-2 adrenergic receptor-like	PROTEIN_CODING	NW_019217808.1	
111321056	LOC111321056	solute carrier family 12 member 7-like	PROTEIN_CODING	NW_019217808.1	
111321058	LOC111321058	myosin-2 essential light chain-like	PROTEIN_CODING	NW_019217808.1	
111321064	LOC111321064	RNA-binding protein 39-like	PROTEIN_CODING	NW_019217808.1	
111321071	LOC111321071	39S ribosomal protein L3, mitochondrial-like	PROTEIN_CODING	NW_019217808.1	
111321076	LOC111321076	thyroxine 5-deiodinase-like	PROTEIN_CODING	NW_019217808.1	
111321077	LOC111321077	probable phospholipid-transporting ATPase IIB	PROTEIN_CODING	NW_019217808.1	
111321091	LOC111321091	orexin receptor type 2-like	PROTEIN_CODING	NW_019217808.1	
111321094	LOC111321094	fibroblast growth factor receptor 2-like	PROTEIN_CODING	NW_019217785.1	
111321104	LOC111321104	tyramine receptor 1-like	PROTEIN_CODING	NW_019217808.1	
111321116	LOC111321116	octopamine receptor-like	PROTEIN_CODING	NW_019217808.1	
111321133	LOC111321133	39S ribosomal protein L52, mitochondrial-like	PROTEIN_CODING	NW_019217808.1	
111321145	LOC111321145	U1 small nuclear ribonucleoprotein 70 kDa-like	PROTEIN_CODING	NW_019217785.1	
111321150	LOC111321150	pancreatic triacylglycerol lipase-like	PROTEIN_CODING	NW_019217809.1	
111321151	LOC111321151	A disintegrin and metalloproteinase with thrombospondin motifs 1-like	PROTEIN_CODING	NW_019217809.1	
111321154	LOC111321154	TNF receptor-associated factor 6-like	PROTEIN_CODING	NW_019217809.1	
111321160	LOC111321160	adhesion G protein-coupled receptor L3-like	PROTEIN_CODING	NW_019217809.1	
111321163	LOC111321163	transient receptor potential cation channel subfamily A member 1-like	PROTEIN_CODING	NW_019217809.1	
111321164	LOC111321164	pancreatic lipase-related protein 2-like	PROTEIN_CODING	NW_019217809.1	
111321166	LOC111321166	flowering time control protein FCA-like	PROTEIN_CODING	NW_019217809.1	
111321174	LOC111321174	uncharacterized LOC111321174	PROTEIN_CODING	NW_019217809.1	
111321175	LOC111321175	trimeric intracellular cation channel type A-like	PROTEIN_CODING	NW_019217809.1	
111321180	LOC111321180	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like	PROTEIN_CODING	NW_019217809.1	
111321191	LOC111321191	peptidylprolyl isomerase domain and WD repeat-containing protein 1-like	PROTEIN_CODING	NW_019217809.1	
111321192	LOC111321192	importin-11-like	PROTEIN_CODING	NW_019217785.1	
111321199	LOC111321199	allene oxide synthase-lipoxygenase protein-like	PROTEIN_CODING	NW_019217809.1	
111321223	LOC111321223	alpha-(1,3)-fucosyltransferase 7-like	PROTEIN_CODING	NW_019217809.1	
111321224	LOC111321224	melanocyte-stimulating hormone receptor-like	PROTEIN_CODING	NW_019217809.1	
111321225	LOC111321225	uncharacterized LOC111321225	PROTEIN_CODING	NW_019217809.1	
111321234	LOC111321234	probable dimethyladenosine transferase	PROTEIN_CODING	NW_019217809.1	
111321253	LOC111321253	G-protein coupled receptor 161-like	PROTEIN_CODING	NW_019217810.1	
111321255	LOC111321255	60S ribosomal protein L4-B-like	PROTEIN_CODING	NW_019217810.1	
111321269	LOC111321269	choline transporter-like protein 4	PROTEIN_CODING	NW_019217785.1	
111321272	LOC111321272	translation initiation factor eIF-2B subunit epsilon-like	PROTEIN_CODING	NW_019217810.1	
111321276	LOC111321276	phospholipase A2 A2-actitoxin-Cgg2a-like	PROTEIN_CODING	NW_019217810.1	
111321277	LOC111321277	phospholipase A2 A2-actitoxin-Cgg2a-like	PROTEIN_CODING	NW_019217810.1	
111321279	LOC111321279	transmembrane protein 258	PROTEIN_CODING	NW_019217810.1	
111321286	LOC111321286	hsp90 co-chaperone Cdc37-like	PROTEIN_CODING	NW_019217810.1	
111321289	LOC111321289	cytochrome P450 3A7-like	PROTEIN_CODING	NW_019217810.1	
111321292	LOC111321292	catalase-like	PROTEIN_CODING	NW_019217810.1	
111321304	LOC111321304	sulfotransferase 1C3-like	PROTEIN_CODING	NW_019217810.1	
111321306	LOC111321306	sulfotransferase 1C2A-like	PROTEIN_CODING	NW_019217810.1	
111321310	LOC111321310	phosphatidylethanolamine N-methyltransferase-like	PROTEIN_CODING	NW_019217810.1	
111321311	LOC111321311	tumor susceptibility gene 101 protein-like	PROTEIN_CODING	NW_019217810.1	
111321335	LOC111321335	protogenin-like	PROTEIN_CODING	NW_019217810.1	
111321338	LOC111321338	chondroitin sulfate ABC exolyase-like	PROTEIN_CODING	NW_019217810.1	
111321341	LOC111321341	adenosine receptor A2a-like	PROTEIN_CODING	NW_019217810.1	
111321343	LOC111321343	uncharacterized LOC111321343	PROTEIN_CODING	NW_019217810.1	
111321374	LOC111321374	cysteine-rich motor neuron 1 protein-like	PROTEIN_CODING	NW_019217811.1	
111321375	LOC111321375	activating molecule in BECN1-regulated autophagy protein 1-like	PROTEIN_CODING	NW_019217811.1	
111321380	LOC111321380	ankyrin repeat and SAM domain-containing protein 1A-like	PROTEIN_CODING	NW_019217811.1	
111321398	LOC111321398	SPRY domain-containing SOCS box protein 3-like	PROTEIN_CODING	NW_019217811.1	
111321401	LOC111321401	zinc finger CCCH-type with G patch domain-containing protein-like	PROTEIN_CODING	NW_019217785.1	
111321403	LOC111321403	calumenin-like	PROTEIN_CODING	NW_019217811.1	
111321406	LOC111321406	SPRY domain-containing SOCS box protein 3-like	PROTEIN_CODING	NW_019217811.1	
111321408	LOC111321408	cleavage and polyadenylation specificity factor subunit 4-like	PROTEIN_CODING	NW_019217811.1	
111321414	LOC111321414	calmodulin-6-like	PROTEIN_CODING	NW_019217811.1	
111321424	LOC111321424	beta-2 adrenergic receptor-like	PROTEIN_CODING	NW_019217811.1	
111321428	LOC111321428	sodium/hydrogen exchanger 10-like	PROTEIN_CODING	NW_019217811.1	
111321433	LOC111321433	ATP-dependent DNA helicase Q1-like	PROTEIN_CODING	NW_019217811.1	
111321436	LOC111321436	netrin receptor UNC5B-like	PROTEIN_CODING	NW_019217811.1	
111321443	LOC111321443	E3 ubiquitin-protein ligase TRIM71-like	PROTEIN_CODING	NW_019217811.1	
111321444	LOC111321444	tripartite motif-containing protein 3-like	PROTEIN_CODING	NW_019217811.1	
111321445	LOC111321445	testis-specific serine/threonine-protein kinase 3-like	PROTEIN_CODING	NW_019217811.1	
111321448	LOC111321448	E3 ubiquitin-protein ligase TRIM71-like	PROTEIN_CODING	NW_019217811.1	
111321451	LOC111321451	melanocyte-stimulating hormone receptor-like	PROTEIN_CODING	NW_019217811.1	
111321453	LOC111321453	protein lin-41-like	PROTEIN_CODING	NW_019217811.1	
111321464	LOC111321464	high-affinity choline transporter 1-like	PROTEIN_CODING	NW_019217785.1	
111321466	LOC111321466	elongation of very long chain fatty acids protein 4-like	PROTEIN_CODING	NW_019217811.1	
111321470	LOC111321470	tripartite motif-containing protein 2-like	PROTEIN_CODING	NW_019217811.1	
111321474	LOC111321474	high-affinity choline transporter 1-like	PROTEIN_CODING	NW_019217785.1	
111321478	LOC111321478	late histone H1-like	PROTEIN_CODING	NW_019217811.1	
111321496	LOC111321496	heterogeneous nuclear ribonucleoproteins A2/B1-like	PROTEIN_CODING	NW_019217785.1	
111321500	LOC111321500	uncharacterized LOC111321500	PROTEIN_CODING	NW_019217812.1	
111321505	LOC111321505	F-box/LRR-repeat protein 20-like	PROTEIN_CODING	NW_019217812.1	
111321520	LOC111321520	ubiA prenyltransferase domain-containing protein 1-like	PROTEIN_CODING	NW_019217812.1	
111321521	LOC111321521	ubiquitin conjugation factor E4 B-like	PROTEIN_CODING	NW_019217812.1	
111321554	LOC111321554	endothelin-converting enzyme homolog	PROTEIN_CODING	NW_019217812.1	
111321555	LOC111321555	quinone oxidoreductase 1-like	PROTEIN_CODING	NW_019217812.1	
111321560	LOC111321560	SH2 domain-containing protein 3A-like	PROTEIN_CODING	NW_019217785.1	
111321578	LOC111321578	acid-sensing ion channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321579	LOC111321579	acid-sensing ion channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321580	LOC111321580	acid-sensing ion channel 4-like	PROTEIN_CODING	NW_019217813.1	
111321586	LOC111321586	structural maintenance of chromosomes flexible hinge domain-containing protein 1-like	PROTEIN_CODING	NW_019217813.1	
111321595	LOC111321595	uncharacterized LOC111321595	PROTEIN_CODING	NW_019217813.1	
111321597	LOC111321597	THO complex subunit 6 homolog	PROTEIN_CODING	NW_019217813.1	
111321598	LOC111321598	meiosis expressed gene 1 protein homolog	PROTEIN_CODING	NW_019217813.1	
111321604	LOC111321604	NHP2-like protein 1	PROTEIN_CODING	NW_019217813.1	
111321617	LOC111321617	helicase with zinc finger domain 2-like	PROTEIN_CODING	NW_019217813.1	
111321618	LOC111321618	FMRFamide-activated amiloride-sensitive sodium channel-like	PROTEIN_CODING	NW_019217813.1	
111321622	LOC111321622	acid-sensing ion channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321624	LOC111321624	acid-sensing ion channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321625	LOC111321625	polycystic kidney disease protein 1-like 2	PROTEIN_CODING	NW_019217813.1	
111321627	LOC111321627	ATP-dependent DNA helicase hus2/rqh1-like	PROTEIN_CODING	NW_019217813.1	
111321628	LOC111321628	protein flightless-1 homolog	PROTEIN_CODING	NW_019217813.1	
111321630	LOC111321630	atrial natriuretic peptide receptor 1-like	PROTEIN_CODING	NW_019217813.1	
111321631	LOC111321631	intraflagellar transport protein 122 homolog	PROTEIN_CODING	NW_019217784.1	
111321633	LOC111321633	probable leucine-rich repeat receptor-like protein kinase At1g35710	PROTEIN_CODING	NW_019217813.1	
111321634	LOC111321634	protein fem-1 homolog B-like	PROTEIN_CODING	NW_019217813.1	
111321635	LOC111321635	GPN-loop GTPase 1-like	PROTEIN_CODING	NW_019217813.1	
111321640	LOC111321640	probable helicase with zinc finger domain	PROTEIN_CODING	NW_019217813.1	
111321642	LOC111321642	acyl-coenzyme A thioesterase 11-like	PROTEIN_CODING	NW_019217785.1	
111321652	LOC111321652	ATP-sensitive inward rectifier potassium channel 11-like	PROTEIN_CODING	NW_019217813.1	
111321686	LOC111321686	secretory carrier-associated membrane protein 1-like	PROTEIN_CODING	NW_019217814.1	
111321692	LOC111321692	retinal homeobox protein Rx1-like	PROTEIN_CODING	NW_019217814.1	
111321700	LOC111321700	insulin gene enhancer protein ISL-1-like	PROTEIN_CODING	NW_019217814.1	
111321703	LOC111321703	probable ATP-dependent RNA helicase YTHDC2	PROTEIN_CODING	NW_019217814.1	
111321709	LOC111321709	retinal homeobox protein Rx1-like	PROTEIN_CODING	NW_019217814.1	
111321728	LOC111321728	neuropeptide FF receptor 1-like	PROTEIN_CODING	NW_019217814.1	
111321740	LOC111321740	tetraspanin-3-like	PROTEIN_CODING	NW_019217785.1	
111321741	LOC111321741	protein btn-1-like	PROTEIN_CODING	NW_019217814.1	
111321745	LOC111321745	phenylalanine--tRNA ligase, mitochondrial-like	PROTEIN_CODING	NW_019217814.1	
111321757	LOC111321757	gastrin-releasing peptide receptor-like	PROTEIN_CODING	NW_019217814.1	
111321764	LOC111321764	tubulin-specific chaperone A-like	PROTEIN_CODING	NW_019217814.1	
111321768	LOC111321768	Bloom syndrome protein homolog	PROTEIN_CODING	NW_019217814.1	
111321776	LOC111321776	mediator of RNA polymerase II transcription subunit 16-like	PROTEIN_CODING	NW_019217815.1	
111321783	LOC111321783	probable peptide chain release factor C12orf65 homolog, mitochondrial	PROTEIN_CODING	NW_019217815.1	
111321785	LOC111321785	septin-1-like	PROTEIN_CODING	NW_019217815.1	
111321801	LOC111321801	alpha-1D adrenergic receptor-like	PROTEIN_CODING	NW_019217815.1	
111321811	LOC111321811	putative phospholipase B-like 2	PROTEIN_CODING	NW_019217815.1	
111321812	LOC111321812	phosphoserine phosphatase-like	PROTEIN_CODING	NW_019217815.1	
111321815	LOC111321815	piwi-like protein 1	PROTEIN_CODING	NW_019217815.1	
111321816	LOC111321816	smoothelin-like	PROTEIN_CODING	NW_019217815.1	
111321822	LOC111321822	solute carrier family 13 member 5-like	PROTEIN_CODING	NW_019217815.1	
111321823	LOC111321823	putative phospholipase B-like 2	PROTEIN_CODING	NW_019217815.1	
111321825	LOC111321825	lysosome membrane protein 2-like	PROTEIN_CODING	NW_019217815.1	
111321860	LOC111321860	4-aminobutyrate aminotransferase, mitochondrial-like	PROTEIN_CODING	NW_019217816.1	
111321863	LOC111321863	protein fuzzy homolog	PROTEIN_CODING	NW_019217816.1	
111321865	LOC111321865	mitochondrial inner membrane protease subunit 1-like	PROTEIN_CODING	NW_019217816.1	
111321871	LOC111321871	sorting and assembly machinery component 50 homolog B-like	PROTEIN_CODING	NW_019217816.1	
111321875	LOC111321875	two pore calcium channel protein 2-like	PROTEIN_CODING	NW_019217816.1	
111321877	LOC111321877	nucleobindin-2-like	PROTEIN_CODING	NW_019217816.1	
111321879	LOC111321879	signal recognition particle subunit SRP68-like	PROTEIN_CODING	NW_019217816.1	
111321880	LOC111321880	gelsolin-like protein 2	PROTEIN_CODING	NW_019217816.1	
111321881	LOC111321881	beta-1,4-N-acetylgalactosaminyltransferase 3-like	PROTEIN_CODING	NW_019217816.1	
111321892	LOC111321892	tetraspanin-4-like	PROTEIN_CODING	NW_019217816.1	
111321894	LOC111321894	gelsolin-like protein 2	PROTEIN_CODING	NW_019217816.1	
111321896	LOC111321896	probable cytosolic oligopeptidase A	PROTEIN_CODING	NW_019217816.1	
111321899	LOC111321899	neuronal PAS domain-containing protein 2-like	PROTEIN_CODING	NW_019217816.1	
111321901	LOC111321901	circadian locomoter output cycles protein kaput-like	PROTEIN_CODING	NW_019217816.1	
111321902	LOC111321902	beta-1,4-N-acetylgalactosaminyltransferase 3-like	PROTEIN_CODING	NW_019217816.1	
111321925	LOC111321925	glycogen [starch] synthase-like	PROTEIN_CODING	NW_019217816.1	
111321937	LOC111321937	CUB and peptidase domain-containing protein 2-like	PROTEIN_CODING	NW_019217816.1	
111321950	LOC111321950	phosphonoacetaldehyde hydrolase-like	PROTEIN_CODING	NW_019217817.1	
111321961	LOC111321961	coatomer subunit alpha-like	PROTEIN_CODING	NW_019217817.1	
111321969	LOC111321969	T-complex protein 1 subunit beta-like	PROTEIN_CODING	NW_019217817.1	
111321976	LOC111321976	pre-rRNA-processing protein esf2-like	PROTEIN_CODING	NW_019217817.1	
111321983	LOC111321983	growth arrest-specific protein 2-like	PROTEIN_CODING	NW_019217817.1	
111321991	LOC111321991	ADP-ribosylation factor GTPase-activating protein 3-like	PROTEIN_CODING	NW_019217817.1	
111322003	LOC111322003	beta-2 adrenergic receptor-like	PROTEIN_CODING	NW_019217817.1	
111322005	LOC111322005	ATP synthase F(0) complex subunit B1, mitochondrial-like	PROTEIN_CODING	NW_019217817.1	
111322010	LOC111322010	octopamine receptor beta-3R-like	PROTEIN_CODING	NW_019217817.1	
111322011	LOC111322011	phospholipase D1-like	PROTEIN_CODING	NW_019217817.1	
111322015	LOC111322015	octopamine receptor Oamb-like	PROTEIN_CODING	NW_019217817.1	
111322026	LOC111322026	high-affinity choline transporter 1-like	PROTEIN_CODING	NW_019217785.1	
111322032	LOC111322032	histamine H2 receptor-like	PROTEIN_CODING	NW_019217817.1	
111322034	LOC111322034	vesicle-associated membrane protein 7B-like	PROTEIN_CODING	NW_019217817.1	
111322039	LOC111322039	coiled-coil domain-containing protein 94-like	PROTEIN_CODING	NW_019217817.1	
111322040	LOC111322040	serine-threonine kinase receptor-associated protein-like	PROTEIN_CODING	NW_019217817.1	
111322069	LOC111322069	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like	PROTEIN_CODING	NW_019217785.1	
111322077	LOC111322077	alpha-(1,3)-fucosyltransferase 11-like	PROTEIN_CODING	NW_019217818.1	
111322079	LOC111322079	negative elongation factor B-like	PROTEIN_CODING	NW_019217785.1	
111322083	LOC111322083	sodium/calcium exchanger NCL1-like	PROTEIN_CODING	NW_019217818.1	
111322085	LOC111322085	cationic amino acid transporter 4-like	PROTEIN_CODING	NW_019217818.1	
111322097	LOC111322097	AP-1 complex subunit beta-1-like	PROTEIN_CODING	NW_019217818.1	
111322098	LOC111322098	lysine-specific demethylase 2B-like	PROTEIN_CODING	NW_019217818.1	
111322099	LOC111322099	G patch domain-containing protein 3-like	PROTEIN_CODING	NW_019217818.1	
111322108	LOC111322108	protein UXT homolog	PROTEIN_CODING	NW_019217785.1	
111322112	LOC111322112	nesprin-1-like	PROTEIN_CODING	NW_019217818.1	
111322113	LOC111322113	sodium/calcium exchanger NCL2-like	PROTEIN_CODING	NW_019217818.1	
111322121	LOC111322121	E3 ubiquitin-protein ligase TRIM71-like	PROTEIN_CODING	NW_019217818.1	
111322133	LOC111322133	uncharacterized LOC111322133	PROTEIN_CODING	NW_019217818.1	
111322153	LOC111322153	beta-1,4-galactosyltransferase 5-like	PROTEIN_CODING	NW_019217818.1	
111322156	LOC111322156	meiotic recombination protein SPO11-like	PROTEIN_CODING	NW_019217818.1	
111322157	LOC111322157	alpha-(1,3)-fucosyltransferase 11-like	PROTEIN_CODING	NW_019217818.1	
111322161	LOC111322161	melanotransferrin-like	PROTEIN_CODING	NW_019217818.1	
111322163	LOC111322163	melanotransferrin-like	PROTEIN_CODING	NW_019217818.1	
111322171	LOC111322171	N-alpha-acetyltransferase 25, NatB auxiliary subunit-like	PROTEIN_CODING	NW_019217818.1	
111322175	LOC111322175	SMC5-SMC6 complex localization factor protein 1-like	PROTEIN_CODING	NW_019217818.1	
111322176	LOC111322176	vacuolar protein sorting-associated protein 28 homolog	PROTEIN_CODING	NW_019217818.1	
111322179	LOC111322179	retinal homeobox protein Rx2-like	PROTEIN_CODING	NW_019217785.1	
111322185	LOC111322185	glutamate receptor ionotropic, NMDA 1-like	PROTEIN_CODING	NW_019217819.1	
111322186	LOC111322186	glutamate receptor ionotropic, NMDA 1-like	PROTEIN_CODING	NW_019217819.1	
111322187	LOC111322187	bone morphogenetic protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322191	LOC111322191	multidrug and toxin extrusion protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322196	LOC111322196	multidrug resistance-associated protein 4-like	PROTEIN_CODING	NW_019217819.1	
111322202	LOC111322202	cyclin-dependent kinase 10-like	PROTEIN_CODING	NW_019217819.1	
111322210	LOC111322210	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	PROTEIN_CODING	NW_019217819.1	
111322216	LOC111322216	prefoldin subunit 4-like	PROTEIN_CODING	NW_019217819.1	
111322219	LOC111322219	methyltransferase-like protein 17, mitochondrial	PROTEIN_CODING	NW_019217819.1	
111322220	LOC111322220	protein phosphatase 1 regulatory inhibitor subunit 16B-like	PROTEIN_CODING	NW_019217819.1	
111322223	LOC111322223	ranBP-type and C3HC4-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322225	LOC111322225	carbohydrate sulfotransferase 11-like	PROTEIN_CODING	NW_019217785.1	
111322232	LOC111322232	diaminopimelate decarboxylase-like	PROTEIN_CODING	NW_019217819.1	
111322235	LOC111322235	peptidyl-glycine alpha-amidating monooxygenase B-like	PROTEIN_CODING	NW_019217785.1	
111322250	LOC111322250	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322254	LOC111322254	uncharacterized LOC111322254	PROTEIN_CODING	NW_019217819.1	
111322257	LOC111322257	E3 ubiquitin-protein ligase TRIM71-like	PROTEIN_CODING	NW_019217819.1	
111322261	LOC111322261	gamma-interferon-inducible lysosomal thiol reductase-like	PROTEIN_CODING	NW_019217819.1	
111322262	LOC111322262	uncharacterized LOC111322262	PROTEIN_CODING	NW_019217819.1	
111322263	LOC111322263	mitochondrial ribosome-associated GTPase 2-like	PROTEIN_CODING	NW_019217819.1	
111322268	LOC111322268	serine/threonine-protein kinase PRP4 homolog	PROTEIN_CODING	NW_019217819.1	
111322269	LOC111322269	DBH-like monooxygenase protein 1 homolog	PROTEIN_CODING	NW_019217819.1	
111322271	LOC111322271	paired box protein Pax-3-B-like	PROTEIN_CODING	NW_019217785.1	
111322284	LOC111322284	tyrosine-protein kinase receptor Tie-1-like	PROTEIN_CODING	NW_019217820.1	
